Job,Position,Data
Electrician Required For A Multistory Residential Society ,Electrician,"


Surajpur Site C, Greater Noida

₹ 10,000 to ₹ 14,000

1 Month to 7+ Years


10th Standard
With Accommodation


Male



Hindi
Hindi
5 Opening (s)




Maintenance / repair of electrical system ,  Laying wiring for new building ,  Installing & maintaining electrical system,  Voltage working




Job Description
 




Required Maintenance / repair of electrical system , Laying wiring for new building , Installing & maintaining electrical system, Voltage working 








 CALL NOW













"
Painter Job in Knowledge park Noida,Painter,"


Knowledge park

₹ 5,000 to ₹ 10,000

6 Months to 1 Year


Below 10th Standard
Full Time (Day)


Male



Hindi
Hindi
1 Opening (s)




Painting-Interior wall , Painting-Exterior wall , Painting-Wood 




Job Description
 




Required Painting-Interior wall ,Painting-Exterior wall ,Painting-Wood 








 CALL NOW













"
Cook / Helper job in Khadakwasla R.s. Pune,Cook / Helper,"


Khadakwasla R.s.

₹ 13,000 to ₹ 17,000

2 Years to 5 Years


10th Standard
Full Time (Day)


Male



Hindi
Hindi
2 Opening (s)




Can cook




Job Description
 




Required Can cook South Indian Cook 








 CALL NOW













"
Indirect Network Marketing ,Sales / Marketing,"


Sagarpur

₹ 5,000 to ₹ 40,000






Fresher


Below 10th Standard
Any Timing




Any Gender

English,Hindi
English,Hindi
20 Opening (s)




Good confidence level




Job Description
 




Required Good confidence level 









 APPLY NOW












"
Call Center Job in Sohna road Gurgaon,Call Center,"


Sohna road

₹ 12,000 to ₹ 18,000






Fresher


12th Standard
Full Time (Day)



Female


Hindi,English
Hindi,English
40 Opening (s)




Domestic, International, Inbound, Outbound, Voice, Telesales, Customer support, Basics of computer, Analytical ability, Good communication, Proofreading, Quality assurance, Email writing & Etiquette




Job Description
 




Required Domestic,International,Inbound,Outbound,Voice,Telesales,Customer support,Basics of computer,Analytical ability,Good communication,Proofreading,Quality assurance,Email writing & Etiquette 









 APPLY NOW












"
Receptionist / Front Office job in Bisrakh Noida,Receptionist / Front Office,"


Bisrakh

₹ 10,000 to ₹ 45,000






Fresher


12th Standard
Full Time (Day)



Female


English,Hindi
English,Hindi
10 Opening (s)




Good communication,  Basics of computer,  Organizing meetings,  Others - Personal Assistant,  Incoming call handling




Job Description
 




Required Basics of computer, Good communication 









 APPLY NOW












"
BPO / Data Entry / Computer Operator job in Hazrat ganj Lucknow,BPO / Data Entry / Computer Operator,"


Hazrat ganj

₹ 5,000 to ₹ 15,000






Fresher


12th Standard
Any Timing




Any Gender

English,Hindi
English,Hindi
80 Opening (s)




Inbound,  International,  Outbound,  Non voice,  Voice




Job Description
 




Required Inbound, International, Outbound, Non voice, Voice 









 APPLY NOW












"
BPO / Data Entry / Computer Operator job in Moradabad Moradabad,BPO / Data Entry / Computer Operator,"


Moradabad

₹ 5,000 to ₹ 10,000

6 Months to 1 Year


12th Standard
Any Timing


Male



English,Hindi
English,Hindi
2 Opening (s)




Basics of computer,  MS Excel,  Analytical ability




Job Description
 




Required Basics of computer, MS Excel, Analytical ability 









 APPLY NOW












"
All Households,Maid / Servant,"


sector 70

₹ 5,000 to ₹ 10,000






Fresher


Below 10th Standard
Full Time (Day)



Female


Hindi
Hindi
5 Opening (s)




Sweeping & Moping,  Well Mannered,  Bathroom cleaning,  Kitchen cleaning,  Vaccum cleaner handling,  Moping machine handling,  Cooking foods




Job Description
 




Required Sweeping & Moping, Well Mannered, Bathroom cleaning, Kitchen cleaning, Vaccum cleaner handling, Moping machine handling, Cooking foods 








 CALL NOW













"
All Households,Maid / Servant,"


sector 70

₹ 5,000 to ₹ 10,000






Fresher


Below 10th Standard
Full Time (Day)



Female


Hindi
Hindi
5 Opening (s)




Kitchen cleaning,  Bathroom cleaning,  Sweeping & Moping,  Well Mannered,  Vaccum cleaner handling,  Moping machine handling,  Cooking foods




Job Description
 




Required Kitchen cleaning, Bathroom cleaning, Sweeping & Moping, Well Mannered, Vaccum cleaner handling, Moping machine handling, Cooking foods 








 CALL NOW













"
Retail Sales job in Budhana Gate Meerut,Retail Sales,"


Budhana Gate

₹ 5,000 to ₹ 10,000






Fresher


10th Standard
Full Time (Day)


Male



Hindi
Hindi
2 Opening (s)




Good communication




Job Description
 




Required Good communication 









 APPLY NOW












"
Date Entry ,BPO / Data Entry / Computer Operator,"


Uttam Nagar, Vikas Puri, New Delhi., Nawada, New Delhi

₹ 5,000 to ₹ 10,000

6 Months to 1 Year


10th Standard
Part Time (Morning)



Female


English,Hindi
English,Hindi
1 Opening (s)




Telesales




Job Description
 




Health insurance 









 APPLY NOW












"
Data Entry ,BPO / Data Entry / Computer Operator,"


Vikas Puri

₹ 10,000 to ₹ 17,000

3 Months to 5 Months


10th Standard
Full Time (Night)



Female


English,Hindi
English,Hindi
1 Opening (s)




Basics of computer




Job Description
 




Data entry 









 APPLY NOW












"
BPO / Data Entry / Computer Operator job in Sector -38 Gurgaon,BPO / Data Entry / Computer Operator,"


Sector -38

₹ 10,000 to ₹ 15,000






Fresher


12th Standard
Full Time (Day)



Female


English,Hindi
English,Hindi
1 Opening (s)




Telesales




Job Description
 




Required Telesales 









 APPLY NOW












"
DTP Operator / Print Consultant job in Kakrola Delhi,DTP Operator / Print Consultant,"


Kakrola

₹ 5,000 to ₹ 20,000

6 Months to 2 Years


12th Standard
Full Time (Day)




Any Gender

English,Hindi
Hindi
5 Opening (s)




MS Publisher,  Corel draw,  Photoshop




Job Description
 




Required MS Publisher, Corel draw, Photoshop 















CALL NOW






"
DTP Operator / Print Consultant job in Kakrola Delhi,DTP Operator / Print Consultant,"


Kakrola

₹ 5,000 to ₹ 12,000






Fresher


12th Standard
Full Time (Day)


Male



English,Hindi
Hindi
2 Opening (s)




Corel draw,  MS Publisher,  Photoshop




Job Description
 




Required Corel draw, MS Publisher, Photoshop 








 CALL NOW













"
"Developer, Digital Marketing",IT Software - Development,"


Punchsheel Park

₹ 15,000 to ₹ 30,000

5 Years to 1 Year


Above Post Graduate
Full Time (Day)




Any Gender

Hindi,English
Hindi,English
5 Opening (s)




Language-C/C++, Language-PHP, CMS-Drupal, CMS-Joomla, Framework-Dot Net




Job Description
 




Required Language-C/C++,Language-PHP,CMS-Drupal,CMS-Joomla,Framework-Dot Net 















CALL NOW






"
Delivery / Field Job in Nathupur Gurgaon,Delivery / Field,"


Nathupur

₹ 10,000 to ₹ 17,000






Fresher


12th Standard
Full Time (Day)


Male



Hindi,English
Hindi,English
5 Opening (s)




Delivery, Collection




Job Description
 




Required Delivery,Collection 









 APPLY NOW












"
Carpenter for maintenance work,Carpenter,"


Inderlok

₹ 15,000 to ₹ 19,000

1 Year to 3 Years


Below 10th Standard
Full Time (Day)


Male



English,Hindi
Hindi
2 Opening (s)




Cutting, New design, Drilling, Framing, Repairs, Assembling & installing, Furniture-Sofa set, Furniture-Tables, Furniture-Chairs, Furniture-Bed, Furniture-Wardrobe, Furniture-Cabinet, Furniture-Door, Furniture-Window, Furniture-Dry wall work, Furniture-Wooden flooring




Job Description
 




Required Cutting,New design,Drilling,Framing,Repairs,Assembling & installing,Furniture-Sofa set,Furniture-Tables,Furniture-Chairs,Furniture-Bed,Furniture-Wardrobe,Furniture-Cabinet,Furniture-Door,Furn 


















APPLY NOW



"
Office Boy / Peon  Job in Sec.95 Gurgaon,Office Boy / Peon,"


Sec.95

₹ 10,000 to ₹ 14,000






Fresher


10th Standard
Full Time (Day)




Any Gender

Hindi
Hindi
5 Opening (s)




Pantry work, Filing documents, Cleaning & dusting, Incoming call handling, Inventory Management, Delivery & Collection, Basics of computer, Can operate-Microwave, Can operate-Vaccum Cleaner, Can operate-Scanner, Can operate-Printer, Can operate-Vending Machine




Job Description
 




Required Pantry work,Filing documents,Cleaning & dusting,Incoming call handling,Inventory Management,Delivery & Collection,Basics of computer,Can operate-Microwave,Can operate-Vaccum Cleaner,Can opera 









 APPLY NOW












"
Cook / Helper Job in Mansarovar Jaipur,Cook / Helper,"


Mansarovar

₹ 5,000 to ₹ 14,000

6 Months to 1 Year


Below 10th Standard
Full Time (Day)




Any Gender

Hindi
Hindi
1 Opening (s)




Can cook-Veg




Job Description
 




Khana banana aana chahiye 








 CALL NOW













"
Digital Marketing Job in Tilak Nagar Jaipur,Digital Marketing,"


Tilak Nagar

₹ 10,000 to ₹ 15,000






Fresher


12th Standard
Part Time (Morning)




Any Gender

Hindi,English
Hindi,English
50 Opening (s)




Marketing Platform-Google AdWords, Marketing Platform-Google AdSense




Job Description
 




Required Marketing Platform-Google AdWords,Marketing Platform-Google AdSense 








 CALL NOW













"
Call Center job in Kirti nagar Delhi,Call Center,"


Kirti nagar

₹ 8,000 to ₹ 13,000






Fresher


12th Standard
Full Time (Day)




Any Gender

Hindi
Hindi
30 Opening (s)




Outbound,  Voice




Job Description
 




Domestic outbound hindi telecaller 









 APPLY NOW












"
Cook / Helper Job in Yamunavihar Delhi,Cook / Helper,"


Yamunavihar

₹ 5,000 to ₹ 7,000






Fresher


Below 10th Standard
Any Timing




Any Gender

Hindi
Hindi
1 Opening (s)




Vegetables cutting & washing, Kitchen cleaning, Can cook-Veg, Can cook-North Indian




Job Description
 




Cook for household 















CALL NOW






"
Sales / Marketing job in Aurangabad Railway station Aurangabad Bihar,Sales / Marketing,"


Aurangabad Railway station

₹ 13,000 to ₹ 21,000






Fresher


Below 10th Standard
Any Timing




Any Gender

English,Hindi
Hindi
20 Opening (s)




Promoter




Job Description
 




Online products sale 









 APPLY NOW












"
Sales / Marketing Job in Vadgaon Sheri Pune,Sales / Marketing,"


Vadgaon Sheri

₹ 5,000 to ₹ 12,000






Fresher


12th Standard
Full Time (Day)


Male



Hindi
Hindi,Marathi
1 Opening (s)




Field Sales, Distributor / Dealer sales




Job Description
 




Required Field Sales,Distributor / Dealer sales 









 APPLY NOW












"
Cook / Helper Job in Andheri East Mumbai,Cook / Helper,"


Andheri East

₹ 8,000 to ₹ 12,000






Fresher


10th Standard
Any Timing


Male



English,Hindi
Hindi
2 Opening (s)




Basic skill of cooking




Job Description
 




Cook required for fast food outlet 








 CALL NOW













"
Cook / Helper Job in Noida Noida,Cook / Helper,"


Noida

₹ 5,000 to ₹ 16,000

4 Months to 2.5 Years


12th Standard
Full Time (Day)




Any Gender

Hindi,English
Hindi,English
2 Opening (s)




Can cook-Veg, Can cook-Non veg, Can cook-North Indian, Can cook-Chinese, Can cook-Continental




Job Description
 




Required Can cook-Veg,Can cook-Non veg,Can cook-North Indian,Can cook-Chinese,Can cook-Continental 








 CALL NOW













"
Hindi Telecaller Outbound job in Kirti nagar Delhi,Call Center,"


Kirti nagar

₹ 5,000 to ₹ 13,000






Fresher


12th Standard
Full Time (Day)




Any Gender

Hindi
Hindi
30 Opening (s)




Outbound,  Voice




Job Description
 




Required Outbound, Voice 









 APPLY NOW












"
Beautician / Salon job in Chapra Saran,Beautician / Salon,"


Chapra

₹ 5,000 to ₹ 30,000

1 Month to 7+ Years


Below 10th Standard
Full Time (Day)



Female


Hindi
Hindi
10 Opening (s)




Hair cutting,  Hair Spa,  Hair styling,  Hair removal,  Makeup,  Manicure,  Massage,  Facial,  Pedicure,  Skin care




Job Description
 




Required Hair cutting, Hair Spa, Hair styling, Hair removal, Makeup, Manicure, Massage, Facial, Pedicure, Skin care 








 CALL NOW













"
Office Assistant / Clerk / Back Office job in Shimlapuri Ludhiana,Office Assistant / Clerk / Back Office,"


Shimlapuri

₹ 5,000 to ₹ 28,000






Fresher


12th Standard
Full Time (Day)



Female


English,Hindi
English,Hindi
1 Opening (s)




Communication centre,  Basics of computer,  Filing documents




Job Description
 




I want female personal secretary for my office married and unmarried female both apply for this job part time also available 









 APPLY NOW












"
Business Promotion,Sales / Marketing,"


swarget

₹ 5,000 to ₹ 28,000






Fresher


12th Standard
Full Time (Day)




Any Gender

Marathi
Marathi
20 Opening (s)




Good communication




Job Description
 




Required Good communication 









 APPLY NOW












"
Sales / Marketing job in Gurgaon Gurgaon,Sales / Marketing,"


Gurgaon

₹ 8,000 to ₹ 15,000

6 Months to 1 Year


12th Standard
Full Time (Day)




Any Gender

English,Hindi
Hindi
1 Opening (s)




Good communication,  Good confidence level,  Promoter,  Field Sales,  Door to door,  Distributor / Dealer sales




Job Description
 




Required Good communication, Good confidence level, Promoter, Field Sales, Door to door, Distributor / Dealer sales 









 APPLY NOW












"
Water Tank Cleaning Job In Delhi,Washer,"


Rohini

₹ 7,000 to ₹ 10,000






Fresher


Below 10th Standard
Any Timing


Male



Hindi
Hindi
50 Opening (s)




Job Description
 




CLEANING RESIDENTIALS WATER TANK AND DOING PROMOTIONAL ACTIVITIES 








 CALL NOW













"
